-2.404643449419566537e+00,-2.719734660033168439e+00,-2.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-7.177446102819232010e+00,-7.126036484245446445e+00,-7.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-7.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-7.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-4.404643449419566537e+00,-4.719734660033168439e+00,-5.809286898839133073e+00,-6.205638474295184892e+00,-6.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-7.235489220563835033e+00
-1.404643449419566537e+00,-1.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-7.809286898839133073e+00,-2.674958540630171910e+00,-3.618573797678266146e+00,-5.177446102819232010e+00,-7.126036484245446445e+00,-9.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-2.809286898839133073e+00,-4.205638474295184892e+00,-6.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-8.126036484245446445e+00,-1.023548922056383503e+01
5.953565505804334634e-01,-7.197346600331684385e-01,-2.809286898839133073e+00,-4.205638474295184892e+00,-6.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-9.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-2.809286898839133073e+00,-4.205638474295184892e+00,-6.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-2.809286898839133073e+00,-4.205638474295184892e+00,-5.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-1.809286898839133073e+00,-3.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
1.595356550580433463e+00,2.802653399668315615e-01,-1.809286898839133073e+00,-3.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-1.023548922056383503e+01
-4.046434494195665366e-01,-1.719734660033168439e+00,-2.809286898839133073e+00,-3.205638474295184892e+00,-5.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-4.046434494195665366e-01,-1.719734660033168439e+00,-2.809286898839133073e+00,-4.205638474295184892e+00,-5.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-1.404643449419566537e+00,-1.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-6.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-1.404643449419566537e+00,-1.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-6.809286898839133073e+00,-2.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-4.046434494195665366e-01,-1.719734660033168439e+00,-2.809286898839133073e+00,-4.205638474295184892e+00,-5.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
1.595356550580433463e+00,2.802653399668315615e-01,-1.809286898839133073e+00,-3.205638474295184892e+00,-5.809286898839133073e+00,-4.674958540630171910e+00,-6.618573797678266146e+00,-8.177446102819232010e+00,-1.012603648424544645e+01,-1.023548922056383503e+01
5.953565505804334634e-01,-7.197346600331684385e-01,-2.809286898839133073e+00,-5.205638474295184892e+00,-7.809286898839133073e+00,-2.674958540630171910e+00,-4.618573797678266146e+00,-6.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-2.809286898839133073e+00,-5.205638474295184892e+00,-7.809286898839133073e+00,-2.674958540630171910e+00,-4.618573797678266146e+00,-7.177446102819232010e+00,-9.126036484245446445e+00,-1.023548922056383503e+01
1.595356550580433463e+00,2.802653399668315615e-01,-1.809286898839133073e+00,-4.205638474295184892e+00,-6.809286898839133073e+00,-3.674958540630171910e+00,-6.618573797678266146e+00,-8.177446102819232010e+00,-1.012603648424544645e+01,-1.123548922056383503e+01
-4.046434494195665366e-01,-1.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-7.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-7.177446102819232010e+00,-9.126036484245446445e+00,-9.235489220563835033e+00
-4.046434494195665366e-01,-1.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-7.809286898839133073e+00,-2.674958540630171910e+00,-4.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-4.046434494195665366e-01,-1.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-6.809286898839133073e+00,-2.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-1.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-6.809286898839133073e+00,-2.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-4.809286898839133073e+00,-6.205638474295184892e+00,-7.809286898839133073e+00,-1.674958540630171910e+00,-3.618573797678266146e+00,-4.177446102819232010e+00,-6.126036484245446445e+00,-7.235489220563835033e+00
-4.046434494195665366e-01,-1.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-7.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
-4.046434494195665366e-01,-1.719734660033168439e+00,-3.809286898839133073e+00,-6.205638474295184892e+00,-7.809286898839133073e+00,-2.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-6.205638474295184892e+00,-7.809286898839133073e+00,-1.674958540630171910e+00,-3.618573797678266146e+00,-4.177446102819232010e+00,-6.126036484245446445e+00,-7.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-5.809286898839133073e+00,-6.205638474295184892e+00,-7.809286898839133073e+00,-1.674958540630171910e+00,-2.618573797678266146e+00,-4.177446102819232010e+00,-6.126036484245446445e+00,-7.235489220563835033e+00
-3.404643449419566537e+00,-4.719734660033168439e+00,-5.809286898839133073e+00,-6.205638474295184892e+00,-6.809286898839133073e+00,-1.674958540630171910e+00,-2.618573797678266146e+00,-3.177446102819232010e+00,-4.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-4.719734660033168439e+00,-5.809286898839133073e+00,-6.205638474295184892e+00,-6.809286898839133073e+00,-3.674958540630171910e+00,-3.618573797678266146e+00,-4.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-5.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-4.809286898839133073e+00,-3.674958540630171910e+00,-3.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-2.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-3.205638474295184892e+00,-3.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-2.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-3.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-3.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-5.235489220563835033e+00
-2.404643449419566537e+00,-2.719734660033168439e+00,-2.809286898839133073e+00,-3.205638474295184892e+00,-3.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-1.674958540630171910e+00,-1.618573797678266146e+00,-3.177446102819232010e+00,-4.126036484245446445e+00,-5.235489220563835033e+00
-2.404643449419566537e+00,-4.719734660033168439e+00,-5.809286898839133073e+00,-7.205638474295184892e+00,-6.809286898839133073e+00,-1.674958540630171910e+00,-2.618573797678266146e+00,-3.177446102819232010e+00,-4.126036484245446445e+00,-6.235489220563835033e+00
1.595356550580433463e+00,1.280265339966831561e+00,-1.809286898839133073e+00,-4.205638474295184892e+00,-6.809286898839133073e+00,-2.674958540630171910e+00,-4.618573797678266146e+00,-6.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
1.595356550580433463e+00,2.802653399668315615e-01,-8.092868988391330731e-01,-2.205638474295184892e+00,-4.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
1.595356550580433463e+00,1.280265339966831561e+00,-8.092868988391330731e-01,-3.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
1.595356550580433463e+00,-7.197346600331684385e-01,-1.809286898839133073e+00,-3.205638474295184892e+00,-5.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
1.595356550580433463e+00,1.280265339966831561e+00,-8.092868988391330731e-01,-2.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-1.809286898839133073e+00,-3.205638474295184892e+00,-4.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-7.235489220563835033e+00
5.953565505804334634e-01,2.802653399668315615e-01,-8.092868988391330731e-01,-2.205638474295184892e+00,-4.809286898839133073e+00,-3.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-1.809286898839133073e+00,-2.205638474295184892e+00,-3.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-6.126036484245446445e+00,-8.235489220563835033e+00
5.953565505804334634e-01,2.802653399668315615e-01,-8.092868988391330731e-01,-2.205638474295184892e+00,-3.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
5.953565505804334634e-01,2.802653399668315615e-01,-1.809286898839133073e+00,-2.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
1.595356550580433463e+00,2.802653399668315615e-01,-8.092868988391330731e-01,-2.205638474295184892e+00,-3.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
-4.046434494195665366e-01,-7.197346600331684385e-01,-1.809286898839133073e+00,-3.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-1.809286898839133073e+00,-3.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-1.809286898839133073e+00,-2.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-6.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-4.046434494195665366e-01,-1.719734660033168439e+00,-2.809286898839133073e+00,-3.205638474295184892e+00,-4.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-4.046434494195665366e-01,-7.197346600331684385e-01,-2.809286898839133073e+00,-3.205638474295184892e+00,-4.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
5.953565505804334634e-01,-7.197346600331684385e-01,-1.809286898839133073e+00,-3.205638474295184892e+00,-4.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-8.235489220563835033e+00
-1.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-6.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-8.235489220563835033e+00
-3.404643449419566537e+00,-4.719734660033168439e+00,-5.809286898839133073e+00,-7.205638474295184892e+00,-7.809286898839133073e+00,-1.674958540630171910e+00,-2.618573797678266146e+00,-3.177446102819232010e+00,-5.126036484245446445e+00,-7.235489220563835033e+00
-3.404643449419566537e+00,-4.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-4.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-4.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-4.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-6.235489220563835033e+00
-4.404643449419566537e+00,-4.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-7.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-4.404643449419566537e+00,-4.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-5.177446102819232010e+00,-5.126036484245446445e+00,-5.235489220563835033e+00
-3.404643449419566537e+00,-4.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-4.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-7.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-7.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-7.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-6.126036484245446445e+00,-6.235489220563835033e+00
-3.404643449419566537e+00,-3.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-4.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-6.177446102819232010e+00,-7.126036484245446445e+00,-7.235489220563835033e+00
-4.404643449419566537e+00,-5.719734660033168439e+00,-6.809286898839133073e+00,-7.205638474295184892e+00,-6.809286898839133073e+00,-3.674958540630171910e+00,-3.618573797678266146e+00,-5.177446102819232010e+00,-6.126036484245446445e+00,-7.235489220563835033e+00
-2.404643449419566537e+00,-3.719734660033168439e+00,-4.809286898839133073e+00,-6.205638474295184892e+00,-7.809286898839133073e+00,-3.674958540630171910e+00,-4.618573797678266146e+00,-5.177446102819232010e+00,-7.126036484245446445e+00,-9.235489220563835033e+00
-1.404643449419566537e+00,-1.719734660033168439e+00,-3.809286898839133073e+00,-5.205638474295184892e+00,-6.809286898839133073e+00,-4.674958540630171910e+00,-5.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
-4.046434494195665366e-01,-1.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-6.809286898839133073e+00,-4.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-9.126036484245446445e+00,-1.023548922056383503e+01
-1.404643449419566537e+00,-2.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
-4.046434494195665366e-01,-1.719734660033168439e+00,-2.809286898839133073e+00,-4.205638474295184892e+00,-5.809286898839133073e+00,-5.674958540630171910e+00,-6.618573797678266146e+00,-7.177446102819232010e+00,-8.126036484245446445e+00,-9.235489220563835033e+00
-1.404643449419566537e+00,-1.719734660033168439e+00,-3.809286898839133073e+00,-4.205638474295184892e+00,-5.809286898839133073e+00,-6.674958540630171910e+00,-7.618573797678266146e+00,-8.177446102819232010e+00,-9.126036484245446445e+00,-1.023548922056383503e+01
5.953565505804334634e-01,1.280265339966831561e+00,3.190713101160866927e+00,3.794361525704815108e+00,6.190713101160866927e+00,4.325041459369828090e+00,5.381426202321733854e+00,6.822553897180767990e+00,7.873963515754553555e+00,9.764510779436164967e+00
5.953565505804334634e-01,1.280265339966831561e+00,2.190713101160866927e+00,3.794361525704815108e+00,6.190713101160866927e+00,3.325041459369828090e+00,5.381426202321733854e+00,5.822553897180767990e+00,7.873963515754553555e+00,8.764510779436164967e+00
5.953565505804334634e-01,1.280265339966831561e+00,3.190713101160866927e+00,3.794361525704815108e+00,6.190713101160866927e+00,3.325041459369828090e+00,5.381426202321733854e+00,6.822553897180767990e+00,7.873963515754553555e+00,9.764510779436164967e+00
5.953565505804334634e-01,1.280265339966831561e+00,2.190713101160866927e+00,3.794361525704815108e+00,5.190713101160866927e+00,4.325041459369828090e+00,5.381426202321733854e+00,6.822553897180767990e+00,7.873963515754553555e+00,8.764510779436164967e+00
